Corrida,Beneficio,PromedioTiempoEnCola,TasaDeAtencion,PorcentajeTiempoLibre,UtilizacionEmpleada
216,112800.0000,1.4099,14.2500,33.07,8.87
217,129000.0000,1.0809,15.0000,29.66,7.15
218,103050.0000,0.9924,13.1250,28.18,7.53
219,95850.0000,1.3943,12.7500,41.75,9.36
220,118800.0000,3.9216,15.2500,13.81,17.14
221,117450.0000,1.5420,14.6250,24.89,9.32
222,115650.0000,1.3021,15.6250,36.75,7.21
223,124350.0000,1.2564,15.8750,29.69,7.40
224,121950.0000,2.3347,15.3750,23.13,11.66
225,101850.0000,2.5851,14.2500,20.84,14.24
226,114300.0000,2.1528,14.2500,20.36,12.42
227,126150.0000,1.5945,15.7500,33.13,8.63
228,114450.0000,2.5846,14.8750,30.37,12.99
229,115200.0000,3.7009,15.2500,10.18,17.70
230,119250.0000,1.7359,14.7500,28.50,9.58
231,119550.0000,4.1130,16.1250,12.36,18.60
232,115650.0000,1.1663,15.1250,31.11,7.35
233,125250.0000,1.4439,16.5000,28.01,7.94
234,116400.0000,0.8228,15.2500,35.65,5.83
235,107100.0000,1.1721,13.6250,43.13,7.73
236,112800.0000,0.9042,14.5000,29.55,6.77
237,101400.0000,0.5845,13.5000,42.78,5.04
238,107550.0000,1.8480,14.2500,25.53,10.91
239,127950.0000,1.3415,16.2500,19.49,7.56
240,114450.0000,2.0633,14.7500,24.49,11.39
241,120450.0000,1.6858,16.1250,27.77,8.93
242,114750.0000,1.2030,15.8750,31.95,6.71
243,108900.0000,1.4809,14.0000,40.68,8.88
244,109050.0000,2.1635,14.6250,27.25,11.71
245,128100.0000,2.0867,16.3750,23.40,10.46
246,106500.0000,1.5082,13.5000,28.09,9.47
247,108600.0000,1.1242,15.7500,29.48,6.96
248,122550.0000,4.7652,15.5000,13.58,19.53
249,128850.0000,1.1893,16.7500,23.88,7.00
250,111750.0000,1.2589,14.5000,34.50,7.92
251,121800.0000,0.9675,16.1250,27.65,6.36
252,108750.0000,2.0574,13.5000,29.18,10.10
253,131100.0000,1.3855,16.1250,28.84,7.89
254,132300.0000,2.8310,17.8750,17.36,12.30
255,116250.0000,0.9597,15.7500,29.35,6.30
256,91350.0000,0.6268,11.7500,33.07,6.48
257,111900.0000,2.6393,15.6250,19.38,13.16
258,119100.0000,1.1710,15.3750,30.18,7.33
259,131400.0000,2.3609,16.3750,22.04,11.52
260,110700.0000,1.5478,14.3750,21.51,9.74
261,116400.0000,1.2600,14.8750,34.01,7.04
262,97800.0000,1.1702,13.6250,25.37,7.78
263,101700.0000,0.5869,14.2500,42.04,4.92
264,119850.0000,1.1041,15.3750,31.39,7.00
265,110250.0000,1.2920,14.3750,42.27,7.82
266,129450.0000,3.0911,16.6250,14.19,14.18
267,126900.0000,1.6300,16.3750,28.21,8.62
268,115500.0000,5.3281,16.1250,20.38,22.66
269,120900.0000,3.9547,16.2500,18.60,17.42
270,109650.0000,1.0746,15.1250,28.42,7.14
271,107550.0000,0.7701,14.5000,34.55,5.90
272,123150.0000,1.9542,15.8750,15.78,10.43
273,116700.0000,3.0386,15.3750,25.87,14.77
274,102450.0000,1.4328,13.6250,27.51,9.51
275,113550.0000,2.7319,15.0000,20.99,13.92
276,122100.0000,1.6243,16.3750,18.76,8.93
277,138300.0000,7.7511,18.1250,7.47,28.52
278,108150.0000,3.4740,15.0000,21.29,16.60
279,128550.0000,1.4004,16.7500,38.78,7.15
280,124050.0000,1.6455,16.7500,26.97,8.43
281,134550.0000,2.6206,16.6250,15.23,12.56
282,102900.0000,1.4508,13.6250,27.77,9.61
283,135900.0000,3.2432,17.2500,21.79,13.78
284,86250.0000,0.7700,12.0000,45.15,6.73
285,117150.0000,1.8063,15.7500,25.08,9.13
286,96750.0000,0.3350,12.8750,47.41,3.97
287,107700.0000,1.6374,13.5000,28.42,10.48
288,94200.0000,0.6867,12.1250,41.29,6.32
289,114750.0000,1.7065,15.6250,29.42,9.27
290,121950.0000,1.8730,16.1250,29.23,9.64
291,127950.0000,3.0948,16.5000,24.41,13.59
292,110550.0000,2.5966,14.6250,30.55,13.52
293,95100.0000,0.4227,12.3750,43.93,4.78
294,100350.0000,0.8480,13.8750,36.00,6.45
295,116550.0000,2.0523,14.6250,27.04,11.35
296,142050.0000,7.2082,18.2500,10.57,26.66
297,106500.0000,0.6792,14.2500,38.45,5.46
298,123150.0000,2.0134,15.8750,28.65,10.32
299,126450.0000,3.1389,15.6250,17.16,14.43
300,114450.0000,3.7928,14.7500,22.07,17.82
301,118500.0000,3.6235,15.7500,15.53,17.00
302,90450.0000,0.5898,13.1250,41.41,5.38
303,100050.0000,0.8339,13.7500,37.86,6.38
304,89250.0000,0.5191,11.8750,44.19,4.94
305,102300.0000,3.2552,12.8750,18.00,14.92
306,118050.0000,1.6608,15.5000,18.30,9.57
307,113850.0000,2.8976,14.6250,13.21,15.43
308,134400.0000,2.9883,17.6250,14.72,13.04
309,125550.0000,1.1702,16.1250,25.46,7.13
310,130950.0000,2.4879,15.8750,26.79,12.24
311,115500.0000,1.4117,14.1250,34.63,8.76
312,121800.0000,1.4945,15.5000,20.64,8.87
313,125850.0000,1.2028,16.5000,30.52,6.74
314,100050.0000,1.4415,13.5000,33.37,9.00
315,115500.0000,1.8384,13.8750,36.95,10.72
316,112650.0000,2.1802,14.5000,30.50,11.91
317,110700.0000,3.6671,14.3750,21.47,17.43
318,93450.0000,0.5769,12.7500,43.38,5.37
319,115500.0000,1.3926,15.3750,24.89,8.30
320,126300.0000,1.8416,16.3750,21.92,9.62
321,112050.0000,0.9660,14.1250,32.19,6.75
322,120750.0000,2.2380,15.0000,30.75,11.70
323,119850.0000,3.4800,15.1250,12.41,17.28
324,128700.0000,3.9829,16.0000,16.42,18.02
325,91950.0000,0.6236,12.7500,47.05,5.44
326,110700.0000,2.2169,14.6250,29.39,9.72
327,130650.0000,5.5703,17.1250,13.92,22.08
328,109950.0000,1.3500,14.2500,35.08,8.33
329,108150.0000,0.3969,13.8750,44.18,4.24
330,97950.0000,0.6174,13.7500,33.44,5.62
331,105750.0000,0.8183,14.8750,43.48,5.58
332,109350.0000,0.5947,14.0000,41.52,4.84
333,118650.0000,1.1762,14.8750,27.91,7.59
334,115350.0000,2.1290,14.8750,26.51,11.50
335,109950.0000,1.0500,14.2500,30.23,7.24
336,114900.0000,1.7260,14.5000,28.34,10.09
337,115050.0000,0.6610,14.5000,39.32,5.25
338,107700.0000,1.7917,13.6250,32.34,10.22
339,113250.0000,1.7659,14.8750,34.85,9.75
340,123000.0000,3.6946,15.0000,17.51,17.83
341,97500.0000,0.7579,13.6250,38.34,6.06
342,108750.0000,0.7106,13.7500,41.61,5.67
343,108300.0000,1.3238,15.1250,34.54,7.87
344,109800.0000,1.2685,14.6250,24.89,8.26
345,115500.0000,1.2032,15.2500,30.80,7.48
346,107100.0000,2.7167,13.8750,25.11,13.67
347,109650.0000,2.8249,14.1250,24.57,15.18
348,104100.0000,1.0000,14.7500,39.81,6.49
349,110550.0000,1.0884,14.3750,27.68,7.58
350,118050.0000,2.6481,16.3750,12.80,12.48
351,100200.0000,0.5266,13.3750,45.12,4.56
352,96600.0000,1.0910,13.2500,40.27,7.64
353,131250.0000,1.6992,15.3750,23.35,9.32
354,88800.0000,0.7626,12.6250,41.41,6.36
355,116700.0000,0.8412,15.7500,32.58,5.76
356,118350.0000,1.1053,15.8750,30.72,6.76
357,132900.0000,8.1386,17.1250,10.52,31.70
358,95550.0000,1.8604,13.2500,30.26,11.59
359,109050.0000,1.5049,14.8750,30.12,8.84
360,124800.0000,1.0698,16.1250,26.91,6.65
361,90150.0000,0.5541,11.5000,46.41,5.28
362,106050.0000,3.1307,13.5000,24.69,16.63
363,108000.0000,0.8660,14.5000,30.06,6.10
364,105450.0000,1.1529,14.1250,32.80,7.55
365,100950.0000,0.5928,13.6250,38.84,5.31
366,112350.0000,1.1329,15.1250,32.50,7.22
367,94950.0000,0.4246,13.3750,42.63,4.48
368,93750.0000,0.4145,12.5000,44.79,4.60
369,126450.0000,2.8685,15.6250,16.10,14.04
370,118800.0000,2.2142,15.0000,24.34,11.87
371,129000.0000,2.3492,16.2500,29.75,11.27
372,120450.0000,1.0338,15.8750,32.96,6.40
373,116550.0000,1.0001,14.1250,34.96,7.03
374,107700.0000,0.9628,13.8750,32.02,7.19
375,103350.0000,1.0772,13.7500,28.11,7.44
376,112650.0000,0.4893,14.2500,43.07,4.47
377,99150.0000,0.9642,13.0000,40.09,7.29
378,116100.0000,2.6286,16.3750,17.43,12.65
379,107100.0000,1.8410,12.8750,43.45,11.22
380,105300.0000,0.6161,14.3750,41.14,4.91
381,117600.0000,3.4487,15.0000,24.62,16.85
382,118350.0000,0.8533,15.1250,38.94,5.72
383,116550.0000,1.7111,14.6250,33.34,9.76
384,129900.0000,3.7234,17.2500,14.92,15.92
385,106500.0000,1.2061,13.8750,39.60,7.52
386,107100.0000,0.6555,13.5000,34.39,5.80
387,116100.0000,0.7457,15.3750,33.87,5.48
388,104550.0000,1.2656,13.7500,34.46,8.51
389,112800.0000,1.9284,14.7500,31.54,10.60
390,127500.0000,4.3023,15.6250,18.62,19.65
391,105150.0000,0.4413,13.6250,41.36,4.54
392,89100.0000,0.7298,12.6250,50.90,5.80
393,104400.0000,0.5447,14.2500,42.09,4.75
394,117900.0000,1.4750,15.1250,26.40,8.77
395,120150.0000,3.3256,14.3750,31.47,16.77
396,133050.0000,3.3880,17.3750,11.80,14.76
397,114000.0000,4.2640,14.7500,17.39,20.72
398,98700.0000,1.0753,13.2500,45.88,7.38
399,130050.0000,3.0413,17.0000,17.34,13.62
400,93750.0000,1.7113,13.2500,35.68,10.54
401,128400.0000,2.7360,16.2500,21.02,12.17
402,124500.0000,2.1451,16.5000,27.25,10.47
403,115050.0000,1.1146,15.7500,30.49,6.93
404,124950.0000,1.3712,15.1250,19.22,8.61
405,115200.0000,2.7848,15.0000,19.62,14.21
406,124500.0000,1.4445,15.7500,24.97,8.44
407,117600.0000,2.0223,15.8750,20.35,10.62
408,110100.0000,1.1472,15.2500,33.18,7.30
409,123150.0000,1.2582,16.0000,28.93,7.39
410,103200.0000,1.8945,12.8750,42.44,11.58
411,108150.0000,1.7059,14.5000,25.40,10.11
412,106350.0000,1.6227,14.1250,32.94,9.71
413,108150.0000,1.3779,14.3750,37.07,8.24
414,110700.0000,1.5604,14.2500,29.97,8.57
415,122400.0000,6.0323,15.6250,20.97,21.96
416,93300.0000,0.9731,12.2500,38.92,7.75
417,111300.0000,1.8170,14.6250,20.65,10.20
418,102750.0000,1.1886,13.6250,30.97,7.84
419,103800.0000,1.1187,13.2500,29.12,8.22
420,106200.0000,1.6004,14.1250,24.31,9.93
421,121050.0000,0.9278,16.5000,28.25,5.98
422,101250.0000,1.7432,14.5000,31.37,10.05
423,93300.0000,0.6128,12.3750,38.98,5.91
424,103650.0000,1.5535,14.0000,25.48,9.41
425,113850.0000,2.7733,15.2500,17.73,14.15
426,105600.0000,1.7589,14.3750,30.48,9.81
427,140700.0000,3.8682,16.8750,2.48,17.21
428,110400.0000,2.2301,13.3750,35.92,10.94
429,100950.0000,1.7769,13.0000,27.65,11.46
430,119100.0000,2.5169,15.6250,26.89,12.42
431,120150.0000,2.3460,14.6250,26.13,12.66
432,93900.0000,2.4096,12.6250,28.52,14.61
433,112200.0000,0.9045,13.5000,34.42,6.94
434,102450.0000,0.6667,13.6250,42.37,5.45
435,114150.0000,2.3153,14.8750,16.79,11.15
436,118500.0000,1.7463,15.8750,26.07,9.30
437,115800.0000,1.2965,14.6250,34.73,7.17
438,112500.0000,1.6020,14.7500,25.15,9.58
439,104400.0000,0.9735,13.1250,36.19,7.51
440,144450.0000,2.3318,17.3750,29.60,10.56
441,127200.0000,2.6795,17.1250,9.59,12.34
442,120450.0000,2.3836,16.6250,14.65,11.36
443,128400.0000,1.9352,16.7500,22.14,9.66
444,100800.0000,0.5934,12.8750,41.64,5.52
445,93900.0000,3.5407,12.6250,23.51,19.13
446,110400.0000,2.5568,14.6250,25.15,13.55
447,116850.0000,1.1040,15.1250,27.95,7.24
448,107400.0000,1.5214,13.5000,28.95,9.67
449,130350.0000,8.1746,16.6250,4.35,31.88
450,114150.0000,0.7700,13.8750,27.88,6.46
451,97500.0000,0.6006,13.0000,43.31,5.37
452,104550.0000,1.1548,13.2500,36.03,7.93
453,135450.0000,4.2944,16.8750,12.27,18.43
454,130200.0000,5.0146,17.1250,11.16,19.98
455,118200.0000,1.7529,14.8750,26.69,9.97
456,133050.0000,2.2537,16.7500,21.05,10.85
457,118950.0000,1.4849,15.1250,31.71,8.68
458,125850.0000,1.6539,16.5000,26.75,8.03
459,124050.0000,2.0557,16.1250,17.23,10.73
460,124200.0000,2.4616,17.1250,18.12,10.90
461,115200.0000,1.5594,15.2500,28.02,8.91
462,110850.0000,1.3279,14.0000,32.28,7.78
463,120600.0000,2.4557,15.2500,20.76,12.77
464,124500.0000,5.0140,14.8750,13.70,21.99
465,99300.0000,0.7600,13.1250,30.55,6.64
466,123900.0000,3.1223,16.5000,19.40,14.25
467,118650.0000,1.2514,14.0000,28.76,8.17
468,119250.0000,1.7085,15.6250,28.48,9.33
469,122550.0000,2.8109,16.2500,28.70,12.91
470,113250.0000,2.0018,15.2500,27.93,10.81
471,108300.0000,0.9655,14.3750,31.03,7.06
472,120150.0000,3.5508,15.3750,18.89,17.06
473,108750.0000,0.7486,13.5000,35.84,6.03
474,92100.0000,0.9311,12.8750,41.40,7.07
475,117900.0000,1.7531,14.7500,30.56,9.89
476,112500.0000,1.6015,14.2500,25.71,9.42
477,99000.0000,0.9443,13.3750,33.06,7.27
478,104100.0000,1.0484,13.2500,36.38,7.74
479,110550.0000,2.7000,14.3750,17.36,12.50
480,110550.0000,0.9258,14.3750,32.38,6.36
481,133950.0000,3.1634,17.1250,11.88,14.13
482,94350.0000,3.1421,13.1250,26.15,17.73
483,118500.0000,1.4183,15.0000,33.24,8.36
484,103200.0000,1.1041,13.2500,39.10,7.79
485,120300.0000,3.7685,16.3750,12.91,16.26
486,115800.0000,1.4762,15.1250,25.92,8.77
487,109200.0000,0.5995,14.5000,31.45,5.38
488,102600.0000,3.0836,14.5000,25.81,13.99
489,118800.0000,4.5243,15.7500,14.86,20.17
490,105450.0000,1.0722,13.6250,21.22,8.17
491,102750.0000,0.6295,13.1250,45.88,4.90
492,130050.0000,3.2586,17.2500,16.46,13.80
493,91950.0000,0.6137,11.7500,43.49,6.03
494,127650.0000,2.2294,15.0000,12.47,12.33
495,97650.0000,1.4660,13.0000,29.93,10.10
496,113100.0000,1.3461,14.1250,28.63,8.72
497,129750.0000,1.9984,16.8750,15.86,9.90
498,109050.0000,0.9918,15.1250,30.84,6.64
499,127950.0000,8.8252,16.6250,9.51,35.25
500,110400.0000,1.1790,13.8750,36.57,7.76
501,122250.0000,8.0220,14.7500,16.07,35.66
502,118350.0000,4.5982,16.5000,15.92,19.80
503,131700.0000,2.0136,16.8750,18.37,10.11
504,117900.0000,3.8946,15.0000,16.68,18.49
505,123450.0000,3.2242,16.1250,18.96,14.81
506,110100.0000,1.0401,14.2500,24.38,7.28
507,120000.0000,2.0613,14.7500,23.32,11.51
508,132900.0000,3.5078,17.6250,14.50,14.86
509,95850.0000,1.1437,12.6250,29.30,8.71
510,96750.0000,2.3489,13.5000,25.41,12.40
511,117900.0000,2.1791,14.7500,23.23,11.91
512,96300.0000,2.0437,12.7500,28.86,11.64
513,123450.0000,8.4519,16.5000,6.91,34.01
514,109650.0000,0.4894,13.8750,43.54,4.57
515,115350.0000,2.2430,14.7500,35.33,11.76
516,104400.0000,0.6312,14.2500,40.23,5.22
517,126300.0000,2.1919,16.6250,29.46,10.47
518,114750.0000,1.5744,14.6250,29.91,9.38
519,113100.0000,1.4381,15.0000,29.53,8.54
520,115950.0000,2.1383,15.6250,28.37,11.05
521,109650.0000,0.9945,14.0000,37.15,6.77
522,111000.0000,1.7472,15.2500,34.04,8.83
523,111000.0000,3.1902,14.0000,21.53,16.47
524,109650.0000,0.9584,14.7500,29.81,6.66
525,127200.0000,2.5494,15.7500,31.63,12.43
526,102750.0000,2.2083,13.2500,30.31,13.13
527,111300.0000,1.4147,14.6250,30.56,8.64
528,110700.0000,3.7215,15.3750,29.42,17.13
529,124650.0000,1.1558,15.7500,30.13,7.15
530,98550.0000,2.1457,13.3750,25.13,11.99
531,109950.0000,1.6756,13.7500,25.65,10.38
532,130500.0000,1.9167,16.2500,26.58,9.76
533,115650.0000,1.2484,15.6250,25.33,7.66
534,110250.0000,1.0074,14.5000,32.69,7.01
535,123900.0000,10.0704,15.5000,7.99,36.72
536,96000.0000,0.9800,13.1250,39.65,7.26
537,126600.0000,1.3371,16.3750,20.92,7.83
538,120450.0000,2.0042,15.7500,26.99,10.42
539,117900.0000,1.7324,15.5000,28.30,9.48
540,98100.0000,0.8813,12.5000,36.74,7.25
541,100800.0000,0.5271,13.3750,43.58,4.89
542,99600.0000,1.6200,13.1250,30.83,10.59
543,123150.0000,1.6578,15.5000,22.63,9.41
544,128700.0000,2.6719,16.1250,22.30,12.86
545,127350.0000,1.5649,15.8750,24.57,8.79
546,104550.0000,0.6326,14.0000,40.09,5.20
547,118650.0000,1.5226,15.5000,32.60,8.27
548,122550.0000,1.0389,16.3750,28.88,6.45
549,115500.0000,2.7631,16.5000,14.21,13.23
550,105300.0000,1.1493,14.5000,32.51,6.98
551,125100.0000,2.1378,15.8750,20.68,11.11
552,111000.0000,0.9930,14.7500,28.47,6.85
553,124350.0000,1.5872,16.1250,21.88,8.86
554,107100.0000,1.9077,14.3750,32.79,10.77
555,118800.0000,4.8000,15.2500,8.91,22.05
556,106950.0000,0.6222,14.1250,42.42,5.06
557,137550.0000,2.4687,17.1250,20.73,11.45
558,129300.0000,3.5067,16.7500,26.12,15.20
559,102300.0000,1.3754,13.1250,36.71,7.53
560,117150.0000,1.3482,15.5000,29.55,7.97
561,110850.0000,2.5624,15.2500,21.57,13.17
562,117000.0000,1.5980,15.5000,21.74,9.24
563,118050.0000,1.9017,15.3750,25.47,8.54
564,125850.0000,1.3041,16.7500,28.80,7.23
565,131850.0000,2.8330,17.1250,22.57,12.07
566,112650.0000,4.7487,15.0000,17.50,21.08
567,105150.0000,1.5732,14.1250,23.06,9.95
568,113550.0000,1.1801,14.3750,36.84,7.58
569,106500.0000,2.2718,13.7500,27.38,13.09
570,109950.0000,1.8033,14.7500,19.80,10.30
571,115950.0000,1.2119,14.1250,31.78,8.10
572,106950.0000,1.7770,14.8750,20.03,10.40
573,107100.0000,1.0232,13.5000,32.13,6.82
574,115200.0000,1.5478,15.1250,23.75,8.90
575,111300.0000,4.0496,15.1250,28.33,15.17
576,131100.0000,7.3869,16.0000,11.96,30.06
577,97800.0000,1.1482,13.0000,31.11,8.48
578,106650.0000,1.3223,12.5000,29.72,9.71
579,106950.0000,0.7894,13.8750,41.22,5.96
580,94650.0000,0.8888,13.3750,29.38,7.03
581,102600.0000,1.7901,14.5000,31.28,10.27
582,135450.0000,1.1364,16.6250,25.37,6.80
583,123600.0000,1.1138,15.3750,30.01,7.02
584,133950.0000,1.5870,17.8750,18.79,8.08
585,120300.0000,1.9543,14.1250,25.24,11.48
586,108450.0000,1.4465,14.6250,31.69,8.33
587,94050.0000,1.1945,12.5000,35.58,7.96
588,111150.0000,0.8272,15.0000,36.29,5.89
589,111900.0000,1.4194,15.6250,26.25,8.31
590,117750.0000,4.0512,15.0000,15.49,19.42
591,99450.0000,0.8933,13.1250,32.01,7.24
592,116550.0000,2.0994,14.5000,22.40,11.67
593,107400.0000,0.9948,14.0000,36.98,7.01
594,107400.0000,0.7065,14.6250,34.39,5.64
595,106200.0000,1.4325,13.8750,33.34,8.97
596,116550.0000,1.0567,15.3750,35.49,6.65
597,118200.0000,1.9469,16.3750,29.21,9.75
598,129600.0000,2.0149,16.8750,16.23,9.83
599,109500.0000,0.9429,14.1250,33.17,6.87
600,120450.0000,1.3283,15.5000,34.26,7.74
601,111300.0000,0.6857,14.5000,37.31,4.96
602,94500.0000,0.6317,12.3750,39.72,5.95
603,110700.0000,1.4367,14.5000,26.65,8.96
604,114900.0000,4.5874,14.5000,18.72,18.05
605,132000.0000,3.0051,16.8750,25.50,13.34
606,117750.0000,1.7791,15.2500,29.79,9.68
607,116550.0000,2.2363,15.1250,31.32,11.52
608,110100.0000,0.9665,14.2500,29.12,7.04
609,114900.0000,1.2475,15.1250,29.74,7.74
610,124800.0000,3.9154,16.2500,16.58,17.48
611,115800.0000,4.5093,15.6250,24.99,20.01
612,102600.0000,0.7314,14.0000,36.43,5.58
613,107400.0000,1.5286,14.1250,31.31,7.50
614,130800.0000,1.4359,15.7500,22.74,8.42
615,92700.0000,1.6429,11.8750,36.70,11.40
616,121950.0000,6.2926,16.5000,14.48,26.02
617,115350.0000,2.2152,15.2500,21.08,11.72
618,136950.0000,2.1825,17.0000,19.90,10.56
619,122100.0000,1.1181,15.6250,27.89,7.02
620,109800.0000,0.7594,15.1250,36.17,5.63
621,101850.0000,0.7329,13.5000,38.05,6.01
622,131550.0000,1.4719,16.8750,27.21,7.83
623,117000.0000,4.0403,15.5000,6.05,19.28
624,111600.0000,1.0344,14.3750,26.31,7.36
625,104250.0000,0.9228,14.7500,33.82,6.42
626,92850.0000,1.1740,12.8750,35.82,8.46
627,110550.0000,0.9651,13.8750,31.99,6.79
628,118350.0000,4.3142,16.0000,12.02,19.40
629,120750.0000,3.0235,14.7500,20.07,15.56
630,110100.0000,0.6640,13.1250,45.17,5.39
631,119100.0000,0.9874,14.5000,34.85,6.81
632,123450.0000,2.2590,15.7500,24.68,11.45
633,112500.0000,3.1148,15.7500,21.85,14.50
634,114750.0000,0.7578,14.7500,35.84,5.70
635,113850.0000,1.8708,15.5000,26.96,10.00
636,128550.0000,2.2079,16.2500,26.95,10.86
637,127800.0000,1.6780,17.2500,27.32,8.39
638,109500.0000,0.9586,13.5000,38.42,6.75
639,102450.0000,1.3849,13.0000,29.51,8.34
640,104850.0000,0.8399,14.2500,32.43,6.40
641,112800.0000,1.9579,14.6250,18.99,9.26
642,116400.0000,0.9252,15.5000,30.02,6.33
643,117900.0000,1.7924,15.6250,30.51,9.41
644,114300.0000,2.0749,15.0000,26.16,11.24
645,113850.0000,2.5531,14.6250,30.17,13.42
646,120450.0000,1.2137,15.5000,34.34,7.22
647,113550.0000,2.1786,14.0000,23.28,12.63
648,106050.0000,0.7950,14.6250,36.32,5.90
649,100350.0000,0.8873,13.0000,41.45,6.80
650,110550.0000,1.4076,14.5000,22.54,8.98
651,118800.0000,2.4648,15.2500,24.00,11.92
652,107400.0000,0.6021,12.8750,39.62,5.60
653,104100.0000,1.2728,14.2500,23.84,8.53
654,117750.0000,1.2421,14.5000,31.80,7.98
655,111150.0000,3.0564,15.8750,22.35,14.27
656,107100.0000,0.7465,14.1250,36.70,5.79
657,103800.0000,2.5617,13.1250,24.55,15.18
658,118200.0000,9.1182,16.8750,14.89,34.42
659,135300.0000,4.0365,16.6250,19.79,17.40
660,96750.0000,1.3593,12.7500,28.65,9.51
661,100650.0000,1.8078,12.8750,31.13,10.55
662,101100.0000,0.5371,12.8750,39.94,5.31
663,102900.0000,0.6464,14.5000,35.07,5.38
664,112950.0000,3.2263,15.3750,12.13,15.98
665,104550.0000,1.7808,13.8750,28.57,9.92
666,109650.0000,1.6863,13.3750,30.27,10.71
667,111000.0000,1.7040,14.6250,17.52,10.37
668,106200.0000,0.9272,12.7500,39.21,7.25
669,114600.0000,2.8657,15.6250,31.91,13.62
670,110400.0000,1.5825,14.5000,30.39,9.50
671,115500.0000,1.1565,14.0000,32.61,7.82
672,131850.0000,2.8891,16.7500,13.07,12.85
673,111000.0000,1.1276,14.7500,28.65,7.51
674,111900.0000,0.7711,15.0000,27.01,5.99
675,116100.0000,1.9387,15.0000,20.64,10.93
676,108450.0000,1.4359,14.7500,26.80,8.83
677,126450.0000,2.3169,16.2500,25.30,11.15
678,125100.0000,2.1478,15.3750,23.88,11.41
679,122250.0000,6.4817,16.5000,5.31,25.89
680,113400.0000,0.4952,14.6250,40.20,4.42
681,115200.0000,1.0222,13.6250,32.16,7.50
682,144000.0000,4.2538,17.5000,16.24,17.52
683,103050.0000,1.4223,14.1250,27.39,9.11
684,127800.0000,1.6936,16.8750,26.84,8.42
685,99600.0000,1.8519,13.3750,30.36,11.39
686,98850.0000,1.7083,12.2500,32.55,10.79
687,100950.0000,1.0842,12.7500,30.93,7.61
688,101700.0000,1.1800,13.6250,31.59,8.29
689,119700.0000,1.2874,15.0000,30.05,7.95
690,115650.0000,0.8492,15.1250,38.83,5.80
691,105000.0000,1.6526,13.5000,26.43,10.66
692,119700.0000,1.5004,16.2500,31.61,8.08
693,109950.0000,1.4523,14.7500,30.73,8.74
694,118650.0000,0.6086,16.1250,41.10,4.37
695,98700.0000,1.2813,12.1250,40.36,8.91
696,98100.0000,0.7751,13.7500,32.86,6.31
697,115350.0000,1.6521,14.8750,24.61,9.76
698,131850.0000,0.8595,15.7500,39.12,5.48
699,112200.0000,0.9980,14.5000,39.54,6.65
700,105450.0000,2.7926,14.0000,23.77,15.08
701,113700.0000,1.0091,15.2500,31.94,6.63
702,113100.0000,0.9633,14.7500,34.60,6.39
703,124050.0000,0.8925,15.8750,32.88,5.94
